Chart Recorder Data File Thu, Feb 27, 2020 12:14 PM
Time (s)	Position (m)  
11:30:48.922	0.194000
11:30:49.922	0.195000
11:30:50.922	0.195000
11:30:51.922	0.196000
11:30:52.922	0.196000
11:30:53.922	0.197000
11:30:54.922	0.197000
11:30:55.922	0.197000
11:30:56.922	0.198000
11:30:57.922	0.198000
11:30:58.922	0.199000
11:30:59.922	0.199000
11:31:00.921	0.200000
11:31:01.922	0.200000
11:31:02.922	0.201000
11:31:03.922	0.201000
11:31:04.922	0.201000
11:31:05.922	0.202000
11:31:06.922	0.202000
11:31:07.921	0.203000
11:31:08.922	0.204000
11:31:09.922	0.204000
11:31:10.922	0.204000
11:31:11.922	0.205000
11:31:12.922	0.206000
11:31:13.922	0.206000
11:31:14.921	0.206000
11:31:15.922	0.207000
11:31:16.922	0.208000
11:31:17.922	0.209000
11:31:18.922	0.209000
11:31:19.922	0.209000
11:31:20.922	0.209000
11:31:21.922	0.210000
11:31:22.922	0.211000
11:31:23.922	0.211000
11:31:24.922	0.212000
11:31:25.922	0.213000
11:31:26.921	0.213000
11:31:27.922	0.214000
11:31:28.922	0.215000
11:31:29.922	0.215000
11:31:30.922	0.216000
11:31:31.922	0.216000
11:31:32.922	0.217000
11:31:33.921	0.217000
11:31:34.922	0.218000
11:31:35.922	0.218000
11:31:36.922	0.219000
11:31:37.922	0.219000
11:31:38.922	0.220000
11:31:39.922	0.220000
11:31:40.922	0.221000
11:31:41.922	0.221000
11:31:42.922	0.222000
11:31:43.922	0.222000
11:31:44.922	0.223000
11:31:45.922	0.224000
11:31:46.922	0.224000
11:31:47.922	0.224000
11:31:48.922	0.225000
11:31:49.922	0.226000
11:31:50.922	0.226000
11:31:51.922	0.227000
11:31:52.921	0.227000
11:31:53.922	0.228000
11:31:54.922	0.228000
11:31:55.922	0.228000
11:31:56.922	0.229000
11:31:57.922	0.230000
11:31:58.922	0.230000
11:31:59.921	0.230000
11:32:00.922	0.231000
11:32:01.922	0.231000
11:32:02.922	0.232000
11:32:03.922	0.232000
11:32:04.922	0.232000
11:32:05.922	0.233000
11:32:06.921	0.233000
11:32:07.922	0.234000
11:32:08.922	0.234000
11:32:09.922	0.234000
11:32:10.922	0.235000
11:32:11.922	0.235000
11:32:12.922	0.236000
11:32:13.922	0.236000
11:32:14.922	0.236000
11:32:15.922	0.236000
11:32:16.922	0.237000
11:32:17.922	0.237000
11:32:18.922	0.238000
11:32:19.922	0.238000
11:32:20.922	0.238000
