Chart Recorder Data File Tue, Feb 25, 2020 12:04 PM
Time (s)	Position (m)  
11:07:33.049	0.227000
11:07:34.048	0.227000
11:07:35.049	0.227000
11:07:36.048	0.227000
11:07:37.048	0.227000
11:07:38.049	0.226000
11:07:39.048	0.226000
11:07:40.049	0.226000
11:07:41.048	0.226000
11:07:42.049	0.226000
11:07:43.048	0.226000
11:07:44.048	0.226000
11:07:45.049	0.226000
11:07:46.048	0.226000
11:07:47.049	0.226000
11:07:48.048	0.226000
11:07:49.048	0.226000
11:07:50.048	0.226000
11:07:51.048	0.226000
11:07:52.049	0.225000
11:07:53.048	0.226000
11:07:54.049	0.225000
11:07:55.048	0.225000
11:07:56.048	0.225000
11:07:57.048	0.225000
11:07:58.048	0.225000
11:07:59.049	0.225000
11:08:00.048	0.224000
11:08:01.049	0.224000
11:08:02.048	0.224000
11:08:03.048	0.224000
11:08:04.049	0.224000
11:08:05.048	0.224000
11:08:06.049	0.224000
11:08:07.048	0.224000
11:08:08.049	0.224000
11:08:09.048	0.224000
11:08:10.048	0.223000
11:08:11.049	0.223000
11:08:12.048	0.223000
11:08:13.049	0.223000
11:08:14.048	0.223000
11:08:15.048	0.223000
11:08:16.048	0.222000
11:08:17.048	0.223000
11:08:18.049	0.222000
11:08:19.048	0.222000
11:08:20.049	0.222000
11:08:21.048	0.222000
11:08:22.048	0.222000
11:08:23.048	0.222000
11:08:24.048	0.222000
11:08:25.049	0.222000
11:08:26.048	0.222000
11:08:27.049	0.222000
11:08:28.048	0.221000
11:08:29.048	0.221000
11:08:30.048	0.221000
11:08:31.048	0.221000
11:08:32.049	0.221000
11:08:33.048	0.221000
11:08:34.049	0.220000
11:08:35.048	0.221000
11:08:36.048	0.220000
11:08:37.049	0.220000
11:08:38.048	0.220000
11:08:39.049	0.220000
11:08:40.048	0.220000
11:08:41.048	0.220000
11:08:42.048	0.220000
11:08:43.048	0.220000
11:08:44.049	0.220000
11:08:45.048	0.219000
11:08:46.049	0.220000
11:08:47.048	0.220000
11:08:48.048	0.219000
11:08:49.048	0.219000
11:08:50.048	0.219000
11:08:51.049	0.219000
11:08:52.048	0.219000
11:08:53.049	0.219000
11:08:54.048	0.219000
11:08:55.048	0.219000
11:08:56.048	0.219000
11:08:57.048	0.219000
11:08:58.049	0.219000
11:08:59.048	0.218000
11:09:00.049	0.218000
11:09:01.048	0.218000
11:09:02.048	0.219000
11:09:03.049	0.218000
11:09:04.048	0.218000
11:09:05.049	0.218000
11:09:06.048	0.218000
11:09:07.049	0.218000
11:09:08.048	0.218000
11:09:09.048	0.218000
11:09:10.049	0.218000
11:09:11.048	0.218000
11:09:12.049	0.218000
11:09:13.048	0.218000
11:09:14.049	0.218000
11:09:15.048	0.218000
11:09:16.048	0.218000
11:09:17.049	0.217000
11:09:18.048	0.218000
11:09:19.049	0.218000
11:09:20.048	0.218000
11:09:21.048	0.217000
11:09:22.048	0.217000
11:09:23.048	0.217000
11:09:24.049	0.217000
11:09:25.048	0.217000
11:09:26.049	0.217000
11:09:27.048	0.218000
11:09:28.048	0.217000
11:09:29.049	0.217000
11:09:30.048	0.217000
11:09:31.049	0.217000
11:09:32.048	0.217000
11:09:33.049	0.218000
11:09:34.048	0.218000
11:09:35.048	0.217000
11:09:36.049	0.218000
11:09:37.048	0.218000
11:09:38.049	0.218000
11:09:39.048	0.217000
11:09:40.048	0.217000
11:09:41.048	0.218000
11:09:42.048	0.217000
11:09:43.049	0.217000
11:09:44.048	0.218000
11:09:45.049	0.218000
11:09:46.048	0.218000
11:09:47.048	0.218000
11:09:48.048	0.218000
11:09:49.048	0.218000
11:09:50.049	0.218000
11:09:51.048	0.218000
11:09:52.049	0.218000
11:09:53.048	0.218000
11:09:54.048	0.218000
11:09:55.049	0.218000
11:09:56.048	0.219000
11:09:57.049	0.218000
11:09:58.048	0.218000
11:09:59.049	0.218000
11:10:00.048	0.219000
11:10:01.048	0.218000
11:10:02.049	0.218000
11:10:03.048	0.219000
11:10:04.049	0.219000
11:10:05.048	0.219000
11:10:06.049	0.219000
11:10:07.048	0.219000
11:10:08.048	0.219000
11:10:09.049	0.219000
11:10:10.048	0.219000
11:10:11.049	0.219000
11:10:12.048	0.219000
11:10:13.048	0.219000
11:10:14.048	0.220000
11:10:15.048	0.220000
11:10:16.049	0.220000
11:10:17.048	0.220000
11:10:18.049	0.220000
11:10:19.048	0.220000
11:10:20.048	0.219000
11:10:21.048	0.220000
11:10:22.048	0.220000
11:10:23.049	0.220000
11:10:24.048	0.221000
11:10:25.049	0.220000
11:10:26.048	0.221000
11:10:27.048	0.221000
11:10:28.049	0.221000
11:10:29.048	0.222000
11:10:30.049	0.222000
11:10:31.048	0.222000
11:10:32.048	0.222000
11:10:33.048	0.222000
11:10:34.048	0.222000
11:10:35.049	0.222000
11:10:36.048	0.222000
11:10:37.049	0.222000
11:10:38.048	0.222000
11:10:39.048	0.223000
11:10:40.048	0.223000
11:10:41.048	0.223000
11:10:42.049	0.223000
11:10:43.048	0.223000
11:10:44.049	0.223000
11:10:45.048	0.224000
11:10:46.048	0.224000
11:10:47.048	0.224000
11:10:48.048	0.224000
11:10:49.049	0.224000
11:10:50.048	0.224000
11:10:51.049	0.225000
11:10:52.048	0.224000
11:10:53.048	0.225000
11:10:54.049	0.224000
11:10:55.048	0.225000
11:10:56.049	0.225000
11:10:57.048	0.225000
11:10:58.049	0.225000
11:10:59.048	0.225000
11:11:00.048	0.226000
11:11:01.049	0.226000
11:11:02.048	0.226000
11:11:03.049	0.226000
11:11:04.048	0.226000
11:11:05.048	0.227000
11:11:06.048	0.226000
11:11:07.048	0.226000
11:11:08.049	0.227000
11:11:09.048	0.227000
11:11:10.049	0.227000
11:11:11.048	0.227000
11:11:12.048	0.227000
11:11:13.048	0.227000
11:11:14.048	0.228000
11:11:15.049	0.228000
11:11:16.048	0.228000
11:11:17.049	0.228000
11:11:18.048	0.228000
11:11:19.048	0.228000
11:11:20.049	0.228000
11:11:21.048	0.228000
11:11:22.049	0.228000
11:11:23.048	0.228000
11:11:24.049	0.229000
11:11:25.048	0.229000
11:11:26.048	0.229000
11:11:27.049	0.229000
11:11:28.048	0.229000
11:11:29.049	0.230000
11:11:30.048	0.230000
11:11:31.048	0.230000
11:11:32.048	0.230000
11:11:33.048	0.230000
11:11:34.049	0.230000
11:11:35.048	0.230000
11:11:36.049	0.230000
11:11:37.048	0.229000
11:11:38.048	0.230000
11:11:39.048	0.230000
11:11:40.048	0.231000
11:11:41.049	0.231000
11:11:42.048	0.230000
11:11:43.049	0.230000
11:11:44.048	0.231000
11:11:45.048	0.231000
11:11:46.049	0.231000
11:11:47.048	0.230000
11:11:48.049	0.231000
11:11:49.048	0.231000
11:11:50.049	0.231000
11:11:51.048	0.231000
11:11:52.048	0.231000
11:11:53.049	0.231000
11:11:54.048	0.231000
11:11:55.049	0.231000
11:11:56.048	0.231000
11:11:57.048	0.231000
11:11:58.048	0.231000
11:11:59.048	0.232000
11:12:00.049	0.231000
11:12:01.048	0.231000
11:12:02.049	0.231000
11:12:03.048	0.231000
11:12:04.048	0.232000
11:12:05.048	0.231000
11:12:06.048	0.231000
11:12:07.049	0.231000
11:12:08.048	0.231000
11:12:09.049	0.231000
11:12:10.048	0.231000
11:12:11.048	0.231000
11:12:12.049	0.231000
11:12:13.048	0.231000
11:12:14.049	0.231000
11:12:15.048	0.231000
11:12:16.049	0.231000
11:12:17.048	0.231000
11:12:18.048	0.231000
11:12:19.049	0.231000
11:12:20.048	0.231000
11:12:21.049	0.231000
11:12:22.048	0.231000
11:12:23.049	0.231000
11:12:24.048	0.231000
11:12:25.048	0.231000
11:12:26.049	0.231000
11:12:27.048	0.231000
11:12:28.049	0.231000
11:12:29.048	0.231000
11:12:30.048	0.231000
11:12:31.048	0.231000
11:12:32.048	0.231000
11:12:33.049	0.231000
11:12:34.048	0.231000
11:12:35.049	0.231000
11:12:36.048	0.231000
11:12:37.048	0.231000
11:12:38.048	0.231000
11:12:39.048	0.231000
11:12:40.049	0.230000
11:12:41.048	0.230000
11:12:42.049	0.230000
11:12:43.048	0.230000
11:12:44.048	0.230000
11:12:45.049	0.230000
11:12:46.048	0.230000
11:12:47.049	0.230000
11:12:48.048	0.230000
11:12:49.048	0.230000
11:12:50.048	0.230000
11:12:51.048	0.229000
11:12:52.049	0.229000
11:12:53.048	0.229000
11:12:54.049	0.229000
11:12:55.048	0.229000
11:12:56.049	0.229000
11:12:57.048	0.229000
11:12:58.048	0.229000
11:12:59.049	0.228000
11:13:00.048	0.228000
11:13:01.049	0.228000
11:13:02.048	0.228000
11:13:03.048	0.228000
11:13:04.048	0.228000
11:13:05.048	0.228000
11:13:06.049	0.228000
11:13:07.048	0.227000
11:13:08.049	0.228000
11:13:09.048	0.227000
11:13:10.048	0.227000
11:13:11.048	0.227000
11:13:12.048	0.227000
11:13:13.049	0.227000
11:13:14.048	0.226000
11:13:15.049	0.227000
11:13:16.048	0.226000
11:13:17.048	0.227000
11:13:18.049	0.226000
11:13:19.048	0.226000
11:13:20.049	0.226000
11:13:21.048	0.226000
11:13:22.048	0.225000
11:13:23.048	0.225000
11:13:24.048	0.225000
11:13:25.049	0.225000
11:13:26.048	0.225000
11:13:27.049	0.225000
11:13:28.048	0.225000
11:13:29.048	0.225000
11:13:30.048	0.225000
11:13:31.048	0.224000
11:13:32.049	0.224000
11:13:33.048	0.224000
11:13:34.049	0.224000
11:13:35.048	0.224000
11:13:36.048	0.224000
11:13:37.049	0.224000
11:13:38.048	0.224000
11:13:39.049	0.224000
11:13:40.048	0.223000
11:13:41.049	0.223000
11:13:42.048	0.224000
11:13:43.048	0.223000
11:13:44.049	0.222000
11:13:45.048	0.223000
11:13:46.049	0.222000
11:13:47.048	0.223000
11:13:48.048	0.222000
11:13:49.048	0.222000
11:13:50.048	0.223000
11:13:51.049	0.222000
11:13:52.048	0.222000
11:13:53.049	0.222000
11:13:54.048	0.222000
11:13:55.048	0.222000
11:13:56.048	0.222000
11:13:57.048	0.222000
11:13:58.049	0.222000
11:13:59.048	0.222000
11:14:00.049	0.222000
11:14:01.048	0.222000
11:14:02.048	0.221000
11:14:03.049	0.222000
11:14:04.048	0.221000
11:14:05.049	0.222000
11:14:06.048	0.221000
11:14:07.049	0.221000
11:14:08.048	0.221000
11:14:09.048	0.221000
11:14:10.049	0.221000
11:14:11.048	0.220000
11:14:12.049	0.221000
11:14:13.048	0.221000
11:14:14.048	0.221000
11:14:15.048	0.221000
11:14:16.048	0.220000
11:14:17.049	0.220000
11:14:18.048	0.220000
11:14:19.049	0.220000
11:14:20.048	0.220000
11:14:21.048	0.221000
11:14:22.048	0.220000
11:14:23.048	0.220000
11:14:24.049	0.220000
11:14:25.048	0.220000
11:14:26.049	0.220000
11:14:27.048	0.220000
11:14:28.048	0.220000
11:14:29.048	0.220000
11:14:30.048	0.220000
11:14:31.049	0.220000
11:14:32.048	0.220000
11:14:33.049	0.221000
11:14:34.048	0.220000
11:14:35.048	0.220000
11:14:36.048	0.220000
11:14:37.048	0.220000
11:14:38.049	0.220000
11:14:39.048	0.220000
11:14:40.048	0.220000
11:14:41.048	0.221000
11:14:42.048	0.221000
11:14:43.049	0.221000
11:14:44.048	0.220000
11:14:45.049	0.221000
11:14:46.048	0.220000
11:14:47.048	0.221000
11:14:48.048	0.221000
11:14:49.048	0.221000
11:14:50.049	0.221000
11:14:51.048	0.221000
11:14:52.049	0.221000
11:14:53.048	0.221000
11:14:54.048	0.221000
11:14:55.048	0.221000
11:14:56.048	0.221000
11:14:57.049	0.221000
11:14:58.048	0.221000
11:14:59.049	0.222000
11:15:00.048	0.222000
11:15:01.048	0.222000
11:15:02.049	0.222000
11:15:03.048	0.222000
11:15:04.049	0.222000
11:15:05.048	0.222000
11:15:06.048	0.222000
11:15:07.048	0.222000
11:15:08.048	0.222000
11:15:09.049	0.222000
11:15:10.048	0.222000
11:15:11.049	0.222000
11:15:12.048	0.222000
11:15:13.048	0.223000
11:15:14.048	0.223000
11:15:15.048	0.223000
11:15:16.049	0.223000
11:15:17.048	0.223000
11:15:18.049	0.222000
11:15:19.048	0.223000
11:15:20.048	0.223000
11:15:21.048	0.223000
11:15:22.048	0.224000
11:15:23.049	0.223000
11:15:24.048	0.224000
11:15:25.049	0.224000
11:15:26.048	0.224000
11:15:27.048	0.224000
11:15:28.048	0.224000
11:15:29.048	0.224000
11:15:30.049	0.224000
11:15:31.048	0.224000
11:15:32.049	0.225000
11:15:33.048	0.224000
11:15:34.048	0.224000
11:15:35.049	0.225000
11:15:36.048	0.225000
11:15:37.049	0.225000
11:15:38.048	0.225000
11:15:39.048	0.225000
11:15:40.048	0.225000
11:15:41.048	0.225000
11:15:42.049	0.225000
11:15:43.048	0.225000
11:15:44.049	0.225000
11:15:45.048	0.226000
11:15:46.048	0.226000
11:15:47.048	0.226000
11:15:48.048	0.226000
11:15:49.049	0.225000
11:15:50.048	0.226000
11:15:51.049	0.226000
11:15:52.048	0.226000
11:15:53.048	0.226000
11:15:54.049	0.226000
11:15:55.053	0.226000
11:15:56.049	0.226000
11:15:57.048	0.227000
11:15:58.049	0.227000
11:15:59.048	0.227000
11:16:00.048	0.227000
11:16:01.049	0.227000
11:16:02.048	0.227000
11:16:03.049	0.227000
11:16:04.048	0.228000
11:16:05.048	0.227000
11:16:06.048	0.227000
11:16:07.048	0.228000
11:16:08.049	0.228000
11:16:09.048	0.228000
11:16:10.049	0.228000
11:16:11.048	0.228000
11:16:12.048	0.228000
11:16:13.048	0.228000
11:16:14.048	0.228000
11:16:15.049	0.228000
11:16:16.048	0.228000
11:16:17.049	0.228000
11:16:18.048	0.228000
11:16:19.048	0.228000
11:16:20.048	0.228000
11:16:21.048	0.228000
11:16:22.049	0.228000
11:16:23.048	0.228000
11:16:24.049	0.228000
11:16:25.048	0.228000
11:16:26.048	0.228000
11:16:27.049	0.228000
11:16:28.048	0.229000
11:16:29.049	0.229000
11:16:30.048	0.229000
11:16:31.049	0.228000
11:16:32.048	0.229000
11:16:33.048	0.229000
11:16:34.049	0.229000
11:16:35.048	0.229000
11:16:36.049	0.229000
11:16:37.048	0.229000
11:16:38.048	0.229000
11:16:39.048	0.229000
11:16:40.048	0.229000
11:16:41.049	0.229000
11:16:42.048	0.229000
11:16:43.049	0.229000
11:16:44.048	0.229000
11:16:45.048	0.229000
11:16:46.048	0.229000
11:16:47.048	0.229000
11:16:48.049	0.229000
11:16:49.048	0.229000
11:16:50.049	0.229000
11:16:51.048	0.229000
11:16:52.048	0.229000
11:16:53.049	0.229000
11:16:54.048	0.229000
11:16:55.049	0.229000
11:16:56.048	0.229000
11:16:57.049	0.229000
11:16:58.048	0.229000
11:16:59.048	0.229000
11:17:00.049	0.229000
11:17:01.048	0.229000
11:17:02.049	0.229000
11:17:03.048	0.229000
11:17:04.048	0.229000
11:17:05.048	0.229000
11:17:06.048	0.229000
11:17:07.049	0.229000
11:17:08.048	0.229000
11:17:09.049	0.229000
11:17:10.048	0.229000
11:17:11.048	0.229000
11:17:12.048	0.229000
11:17:13.048	0.229000
11:17:14.049	0.228000
11:17:15.048	0.229000
11:17:16.049	0.228000
11:17:17.048	0.228000
11:17:18.048	0.228000
11:17:19.048	0.228000
11:17:20.048	0.228000
11:17:21.049	0.228000
11:17:22.048	0.228000
11:17:23.049	0.228000
11:17:24.048	0.228000
11:17:25.048	0.228000
11:17:26.049	0.228000
11:17:27.048	0.228000
11:17:28.049	0.228000
11:17:29.048	0.228000
11:17:30.048	0.228000
11:17:31.048	0.228000
11:17:32.048	0.228000
11:17:33.049	0.228000
11:17:34.048	0.228000
11:17:35.049	0.228000
11:17:36.048	0.228000
11:17:37.048	0.227000
11:17:38.048	0.227000
11:17:39.048	0.227000
11:17:40.049	0.227000
11:17:41.048	0.227000
11:17:42.049	0.227000
11:17:43.048	0.227000
11:17:44.048	0.227000
11:17:45.049	0.227000
11:17:46.048	0.227000
11:17:47.049	0.226000
11:17:48.048	0.226000
11:17:49.049	0.226000
11:17:50.048	0.226000
11:17:51.048	0.226000
11:17:52.049	0.226000
11:17:53.048	0.226000
11:17:54.049	0.226000
11:17:55.048	0.226000
11:17:56.048	0.226000
11:17:57.048	0.225000
11:17:58.048	0.226000
11:17:59.049	0.226000
11:18:00.048	0.226000
11:18:01.049	0.226000
11:18:02.048	0.225000
11:18:03.048	0.225000
11:18:04.048	0.225000
11:18:05.048	0.225000
11:18:06.049	0.225000
11:18:07.048	0.225000
11:18:08.049	0.225000
11:18:09.048	0.224000
11:18:10.049	0.225000
11:18:11.048	0.225000
11:18:12.048	0.225000
11:18:13.049	0.225000
11:18:14.048	0.224000
11:18:15.049	0.224000
11:18:16.048	0.224000
11:18:17.048	0.224000
11:18:18.049	0.224000
11:18:19.048	0.224000
11:18:20.049	0.224000
11:18:21.048	0.224000
11:18:22.050	0.224000
11:18:23.048	0.224000
11:18:24.048	0.224000
11:18:25.049	0.224000
11:18:26.048	0.224000
11:18:27.049	0.224000
11:18:28.048	0.224000
11:18:29.048	0.223000
11:18:30.048	0.223000
11:18:31.048	0.223000
11:18:32.049	0.223000
11:18:33.048	0.223000
11:18:34.049	0.223000
11:18:35.048	0.223000
11:18:36.048	0.223000
11:18:37.048	0.223000
11:18:38.048	0.223000
11:18:39.049	0.223000
11:18:40.048	0.222000
11:18:41.049	0.222000
11:18:42.048	0.222000
11:18:43.048	0.222000
11:18:44.049	0.222000
11:18:45.048	0.222000
11:18:46.049	0.222000
11:18:47.048	0.222000
11:18:48.049	0.222000
11:18:49.048	0.222000
11:18:50.048	0.222000
11:18:51.049	0.222000
11:18:52.048	0.222000
11:18:53.049	0.222000
11:18:54.048	0.222000
11:18:55.049	0.222000
11:18:56.048	0.222000
11:18:57.048	0.222000
11:18:58.049	0.222000
11:18:59.048	0.222000
11:19:00.049	0.222000
11:19:01.048	0.222000
11:19:02.048	0.222000
11:19:03.048	0.222000
11:19:04.048	0.221000
11:19:05.049	0.222000
11:19:06.048	0.222000
11:19:07.049	0.221000
11:19:08.048	0.221000
11:19:09.048	0.221000
11:19:10.049	0.222000
11:19:11.048	0.221000
11:19:12.049	0.221000
11:19:13.048	0.221000
11:19:14.048	0.221000
11:19:15.048	0.221000
11:19:16.048	0.221000
11:19:17.049	0.221000
11:19:18.048	0.221000
11:19:19.049	0.221000
11:19:20.048	0.221000
11:19:21.048	0.221000
11:19:22.048	0.221000
11:19:23.048	0.221000
11:19:24.049	0.221000
11:19:25.048	0.221000
11:19:26.049	0.221000
11:19:27.048	0.221000
11:19:28.048	0.221000
11:19:29.048	0.221000
11:19:30.048	0.222000
11:19:31.049	0.222000
11:19:32.048	0.221000
11:19:33.049	0.221000
11:19:34.048	0.221000
11:19:35.048	0.221000
11:19:36.048	0.221000
11:19:37.048	0.221000
11:19:38.049	0.221000
11:19:39.048	0.221000
11:19:40.049	0.221000
11:19:41.048	0.221000
11:19:42.048	0.222000
11:19:43.049	0.222000
11:19:44.048	0.222000
11:19:45.049	0.222000
11:19:46.048	0.222000
11:19:47.048	0.222000
11:19:48.048	0.222000
11:19:49.048	0.222000
11:19:50.049	0.222000
11:19:51.048	0.222000
11:19:52.049	0.222000
11:19:53.048	0.222000
11:19:54.048	0.222000
11:19:55.048	0.222000
11:19:56.048	0.222000
11:19:57.049	0.222000
11:19:58.048	0.222000
11:19:59.049	0.222000
11:20:00.048	0.222000
11:20:01.048	0.222000
11:20:02.049	0.222000
11:20:03.048	0.222000
11:20:04.049	0.222000
11:20:05.048	0.223000
11:20:06.049	0.223000
11:20:07.048	0.223000
11:20:08.048	0.223000
11:20:09.048	0.223000
11:20:10.048	0.223000
11:20:11.049	0.223000
11:20:12.048	0.223000
11:20:13.048	0.223000
11:20:14.048	0.223000
11:20:15.048	0.223000
11:20:16.049	0.223000
11:20:17.048	0.223000
11:20:18.049	0.223000
